"PMID","Gene","Entrez_ID","Evidence_Text","Source","Title","Journal","Year"
"11882782","microsomal epoxide hydrolase","2052","NAD(P)H:quinone oxidoreductase (NQO1) catalyzes the two- or four-electron reduction of numerous endogenous and environmental quinones (e.g., the vitamin E alpha-tocopherol quinone, menadione, benzene quinones). In laboratory animals treated with various environmental chemicals, inhibition of NQO1 metabolism has long been known to increase the risk of toxicity or cancer. Currently, there are 22 reported single-nucleotide polymorphisms (SNPs) in the NQO1 gene. Compared with the human consensus (re","PubTator3","NAD(P)H:quinone oxidoreductase (NQO1) polymorphism, exposure to benzene, and predisposition to disease: a HuGE review.","Genetics in medicine : official journal of the American College of Medical Genetics","2002"
"11882782","EPHX1","2052","NAD(P)H:quinone oxidoreductase (NQO1) catalyzes the two- or four-electron reduction of numerous endogenous and environmental quinones (e.g., the vitamin E alpha-tocopherol quinone, menadione, benzene quinones). In laboratory animals treated with various environmental chemicals, inhibition of NQO1 metabolism has long been known to increase the risk of toxicity or cancer. Currently, there are 22 reported single-nucleotide polymorphisms (SNPs) in the NQO1 gene. Compared with the human consensus (re","PubTator3","NAD(P)H:quinone oxidoreductase (NQO1) polymorphism, exposure to benzene, and predisposition to disease: a HuGE review.","Genetics in medicine : official journal of the American College of Medical Genetics","2002"
"12100744","BRCA1","672","Novel mutations in the BRCA1 and BRCA2 genes in Iranian women with early-onset breast cancer.","PubTator3","Novel mutations in the BRCA1 and BRCA2 genes in Iranian women with early-onset breast cancer.","Breast cancer research : BCR","2002"
"12100744","BRCA2","675","Novel mutations in the BRCA1 and BRCA2 genes in Iranian women with early-onset breast cancer.","PubTator3","Novel mutations in the BRCA1 and BRCA2 genes in Iranian women with early-onset breast cancer.","Breast cancer research : BCR","2002"
"12100744","BRCA","672","BACKGROUND: Breast cancer is the most common female malignancy and a major cause of death in middle-aged women. So far, germline mutations in the BRCA1 and BRCA2 genes in patients with early-onset breast and/or ovarian cancer have not been identified within the Iranian population. METHODS: With the collaboration of two main centres for cancer in Iran, we obtained clinical information, family history and peripheral blood from 83 women under the age of 45 with early-onset breast cancer for scannin","PubTator3","Novel mutations in the BRCA1 and BRCA2 genes in Iranian women with early-onset breast cancer.","Breast cancer research : BCR","2002"
"14987381","BRCA1","672","Many important advances have been made in the past decade in understanding breast cancer at the molecular level, and two important high-penetrance breast cancer genes--BRCA1 and BRCA2--have been identified. However, germline mutations in these two genes are responsible for only a minority (approximately 5%) of all breast carcinomas, and the genes responsible for the majority of breast cancer cases remain to be identified. There is evidence that there are additional high-to-moderate-penetrance br","PubTator3","Breast cancer gene discovery.","Expert reviews in molecular medicine","2002"
"14987381","BRCA2","675","Many important advances have been made in the past decade in understanding breast cancer at the molecular level, and two important high-penetrance breast cancer genes--BRCA1 and BRCA2--have been identified. However, germline mutations in these two genes are responsible for only a minority (approximately 5%) of all breast carcinomas, and the genes responsible for the majority of breast cancer cases remain to be identified. There is evidence that there are additional high-to-moderate-penetrance br","PubTator3","Breast cancer gene discovery.","Expert reviews in molecular medicine","2002"
"15355915","p53","7157","p53 polymorphism and age of onset of hereditary nonpolyposis colorectal cancer in a Caucasian population.","PubTator3","p53 polymorphism and age of onset of hereditary nonpolyposis colorectal cancer in a Caucasian population.","Clinical cancer research : an official journal of the American Association for Cancer Research","2004"
"15878142","TP53","7157","TP53 mutations as biomarkers for cancer epidemiology in Latin America: current knowledge and perspectives.","PubTator3","TP53 mutations as biomarkers for cancer epidemiology in Latin America: current knowledge and perspectives.","Mutation research","2005"
"16322257","aromatase","1588","Human aromatase: gene resequencing and functional genomics.","PubTator3","Human aromatase: gene resequencing and functional genomics.","Cancer research","2005"
"16322257","Aromatase","1588","Aromatase [cytochrome P450 19 (CYP19)] is a critical enzyme for estrogen biosynthesis, and aromatase inhibitors are of increasing importance in the treatment of breast cancer. We set out to identify and characterize genetic polymorphisms in the aromatase gene, CYP19, as a step toward pharmacogenomic studies of aromatase inhibitors. Specifically, we ""resequenced"" all coding exons, all upstream untranslated exons plus their presumed core promoter regions, all exon-intron splice junctions, and a po","PubTator3","Human aromatase: gene resequencing and functional genomics.","Cancer research","2005"
"16322257","cytochrome P450 19","1588","Aromatase [cytochrome P450 19 (CYP19)] is a critical enzyme for estrogen biosynthesis, and aromatase inhibitors are of increasing importance in the treatment of breast cancer. We set out to identify and characterize genetic polymorphisms in the aromatase gene, CYP19, as a step toward pharmacogenomic studies of aromatase inhibitors. Specifically, we ""resequenced"" all coding exons, all upstream untranslated exons plus their presumed core promoter regions, all exon-intron splice junctions, and a po","PubTator3","Human aromatase: gene resequencing and functional genomics.","Cancer research","2005"
"16322257","CYP19","1588","Aromatase [cytochrome P450 19 (CYP19)] is a critical enzyme for estrogen biosynthesis, and aromatase inhibitors are of increasing importance in the treatment of breast cancer. We set out to identify and characterize genetic polymorphisms in the aromatase gene, CYP19, as a step toward pharmacogenomic studies of aromatase inhibitors. Specifically, we ""resequenced"" all coding exons, all upstream untranslated exons plus their presumed core promoter regions, all exon-intron splice junctions, and a po","PubTator3","Human aromatase: gene resequencing and functional genomics.","Cancer research","2005"
"16438707","p73","7161","BACKGROUND: Cancer is a major medical problem in modern societies. However, the incidence of this disease in non-human primates is very low. To study whether genetic differences between human and chimpanzee could contribute to their distinct cancer susceptibility, we have examined in the chimpanzee genome the orthologous genes of a set of 333 human cancer genes. RESULTS: This analysis has revealed that all examined human cancer genes are present in chimpanzee, contain intact open reading frames ","PubTator3","Comparative analysis of cancer genes in the human and chimpanzee genomes.","BMC genomics","2006"
"16438707","BRCA1","449497","BACKGROUND: Cancer is a major medical problem in modern societies. However, the incidence of this disease in non-human primates is very low. To study whether genetic differences between human and chimpanzee could contribute to their distinct cancer susceptibility, we have examined in the chimpanzee genome the orthologous genes of a set of 333 human cancer genes. RESULTS: This analysis has revealed that all examined human cancer genes are present in chimpanzee, contain intact open reading frames ","PubTator3","Comparative analysis of cancer genes in the human and chimpanzee genomes.","BMC genomics","2006"
"16584379","vitamin D receptor","7421","The nuclear receptors (NRs)--vitamin D receptor (VDR); peroxisome proliferator-activated receptor (PPAR) alpha, delta, gamma; and pregnane X receptor (PXR)--act as sensors for various molecules encountered by the body on a daily basis. The effects of these ligands can be understood by the fact that numerous genes involved in the cellular processes, such as general homeostasis, growth, and defense against microbes, are under the control of these five NRs. The target gene and protein expression pa","PubTator3","An integrated biological approach to nuclear receptor signaling in physiological control and disease.","Critical reviews in eukaryotic gene expression","2006"
"16584379","VDR","7421","The nuclear receptors (NRs)--vitamin D receptor (VDR); peroxisome proliferator-activated receptor (PPAR) alpha, delta, gamma; and pregnane X receptor (PXR)--act as sensors for various molecules encountered by the body on a daily basis. The effects of these ligands can be understood by the fact that numerous genes involved in the cellular processes, such as general homeostasis, growth, and defense against microbes, are under the control of these five NRs. The target gene and protein expression pa","PubTator3","An integrated biological approach to nuclear receptor signaling in physiological control and disease.","Critical reviews in eukaryotic gene expression","2006"
"16584379","pregnane X receptor","8856","The nuclear receptors (NRs)--vitamin D receptor (VDR); peroxisome proliferator-activated receptor (PPAR) alpha, delta, gamma; and pregnane X receptor (PXR)--act as sensors for various molecules encountered by the body on a daily basis. The effects of these ligands can be understood by the fact that numerous genes involved in the cellular processes, such as general homeostasis, growth, and defense against microbes, are under the control of these five NRs. The target gene and protein expression pa","PubTator3","An integrated biological approach to nuclear receptor signaling in physiological control and disease.","Critical reviews in eukaryotic gene expression","2006"
"16584379","PXR","8856","The nuclear receptors (NRs)--vitamin D receptor (VDR); peroxisome proliferator-activated receptor (PPAR) alpha, delta, gamma; and pregnane X receptor (PXR)--act as sensors for various molecules encountered by the body on a daily basis. The effects of these ligands can be understood by the fact that numerous genes involved in the cellular processes, such as general homeostasis, growth, and defense against microbes, are under the control of these five NRs. The target gene and protein expression pa","PubTator3","An integrated biological approach to nuclear receptor signaling in physiological control and disease.","Critical reviews in eukaryotic gene expression","2006"
"16804532","IRF5","3663","Three very recent reports provide convincing statistical evidence (P < 10(-8)), at a genome-wide level, of the association of common polymorphisms with three different common diseases: systemic lupus erythematosus (IRF5), prostate cancer and type 1 diabetes (IFIH1 region). This adds to the trickle--soon to be a flood--of disease association results that are highly unlikely to be false positives. There are other convincing examples in the last 12 months: age-related macular degeneration (CFH), ty","PubTator3","Statistical false positive or true disease pathway?","Nature genetics","2006"
"16804532","IFIH1","64135","Three very recent reports provide convincing statistical evidence (P < 10(-8)), at a genome-wide level, of the association of common polymorphisms with three different common diseases: systemic lupus erythematosus (IRF5), prostate cancer and type 1 diabetes (IFIH1 region). This adds to the trickle--soon to be a flood--of disease association results that are highly unlikely to be false positives. There are other convincing examples in the last 12 months: age-related macular degeneration (CFH), ty","PubTator3","Statistical false positive or true disease pathway?","Nature genetics","2006"
"16804532","IL2RA","3559","Three very recent reports provide convincing statistical evidence (P < 10(-8)), at a genome-wide level, of the association of common polymorphisms with three different common diseases: systemic lupus erythematosus (IRF5), prostate cancer and type 1 diabetes (IFIH1 region). This adds to the trickle--soon to be a flood--of disease association results that are highly unlikely to be false positives. There are other convincing examples in the last 12 months: age-related macular degeneration (CFH), ty","PubTator3","Statistical false positive or true disease pathway?","Nature genetics","2006"
"16804532","CD25","3559","Three very recent reports provide convincing statistical evidence (P < 10(-8)), at a genome-wide level, of the association of common polymorphisms with three different common diseases: systemic lupus erythematosus (IRF5), prostate cancer and type 1 diabetes (IFIH1 region). This adds to the trickle--soon to be a flood--of disease association results that are highly unlikely to be false positives. There are other convincing examples in the last 12 months: age-related macular degeneration (CFH), ty","PubTator3","Statistical false positive or true disease pathway?","Nature genetics","2006"
"16804532","TCF7L2","6934","Three very recent reports provide convincing statistical evidence (P < 10(-8)), at a genome-wide level, of the association of common polymorphisms with three different common diseases: systemic lupus erythematosus (IRF5), prostate cancer and type 1 diabetes (IFIH1 region). This adds to the trickle--soon to be a flood--of disease association results that are highly unlikely to be false positives. There are other convincing examples in the last 12 months: age-related macular degeneration (CFH), ty","PubTator3","Statistical false positive or true disease pathway?","Nature genetics","2006"
"16857815","epidermal growth factor receptor","1956","The last decade has seen remarkable success in clinical targeting of activated oncogenes in cancer. We have applied gene expression profiling, high-density single-nucleotide polymorphism arrays, and systematic resequencing of genes to identify novel oncogenes and signaling pathways in lung cancer that might represent therapeutic targets. Systematic resequencing of tyrosine kinase genes has led to the discovery of somatic mutations in the epidermal growth factor receptor (EGFR) gene in lung adeno","PubTator3","Genomic approaches to lung cancer.","Clinical cancer research : an official journal of the American Association for Cancer Research","2006"
"16857815","EGFR","1956","The last decade has seen remarkable success in clinical targeting of activated oncogenes in cancer. We have applied gene expression profiling, high-density single-nucleotide polymorphism arrays, and systematic resequencing of genes to identify novel oncogenes and signaling pathways in lung cancer that might represent therapeutic targets. Systematic resequencing of tyrosine kinase genes has led to the discovery of somatic mutations in the epidermal growth factor receptor (EGFR) gene in lung adeno","PubTator3","Genomic approaches to lung cancer.","Clinical cancer research : an official journal of the American Association for Cancer Research","2006"
"16869735","MITF","4286","Genome-era advances in the field of oncology endorse the notion that many tumors may prove vulnerable to targeted therapeutic avenues once their salient molecular alterations are elucidated. Accomplishing this requires both detailed genomic characterization and the ability to identify in situ the critical dependencies operant within individual tumors. To this end, DNA microarray platforms such as high-density single-nucleotide polymorphism (SNP) arrays enable large-scale cancer genome characteri","PubTator3","""Lineage addiction"" in human cancer: lessons from integrated genomics.","Cold Spring Harbor symposia on quantitative biology","2005"
"17171680","ARPIN","348110","The identification of specific oncogenes and tumor suppressor genes in regions of recurrent aneuploidy is a major challenge of molecular cancer research. Using both oligonucleotide single-nucleotide polymorphism and mRNA expression arrays, we integrated genomic and transcriptional information to identify and prioritize candidate cancer genes in regions of increased and decreased chromosomal copy number in a cohort of primary breast cancers. Confirming the validity of this approach, several regio","PubTator3","Targets of genome copy number reduction in primary breast cancers identified by integrative genomics.","Genes, chromosomes & cancer","2007"
"17171680","FBN1","2200","The identification of specific oncogenes and tumor suppressor genes in regions of recurrent aneuploidy is a major challenge of molecular cancer research. Using both oligonucleotide single-nucleotide polymorphism and mRNA expression arrays, we integrated genomic and transcriptional information to identify and prioritize candidate cancer genes in regions of increased and decreased chromosomal copy number in a cohort of primary breast cancers. Confirming the validity of this approach, several regio","PubTator3","Targets of genome copy number reduction in primary breast cancers identified by integrative genomics.","Genes, chromosomes & cancer","2007"
"17171680","LZTS1","11178","The identification of specific oncogenes and tumor suppressor genes in regions of recurrent aneuploidy is a major challenge of molecular cancer research. Using both oligonucleotide single-nucleotide polymorphism and mRNA expression arrays, we integrated genomic and transcriptional information to identify and prioritize candidate cancer genes in regions of increased and decreased chromosomal copy number in a cohort of primary breast cancers. Confirming the validity of this approach, several regio","PubTator3","Targets of genome copy number reduction in primary breast cancers identified by integrative genomics.","Genes, chromosomes & cancer","2007"
"17171680","P29","25949","The identification of specific oncogenes and tumor suppressor genes in regions of recurrent aneuploidy is a major challenge of molecular cancer research. Using both oligonucleotide single-nucleotide polymorphism and mRNA expression arrays, we integrated genomic and transcriptional information to identify and prioritize candidate cancer genes in regions of increased and decreased chromosomal copy number in a cohort of primary breast cancers. Confirming the validity of this approach, several regio","PubTator3","Targets of genome copy number reduction in primary breast cancers identified by integrative genomics.","Genes, chromosomes & cancer","2007"
"17171680","MORF4L1","10933","The identification of specific oncogenes and tumor suppressor genes in regions of recurrent aneuploidy is a major challenge of molecular cancer research. Using both oligonucleotide single-nucleotide polymorphism and mRNA expression arrays, we integrated genomic and transcriptional information to identify and prioritize candidate cancer genes in regions of increased and decreased chromosomal copy number in a cohort of primary breast cancers. Confirming the validity of this approach, several regio","PubTator3","Targets of genome copy number reduction in primary breast cancers identified by integrative genomics.","Genes, chromosomes & cancer","2007"
"17171680","TBC1D5","9779","The identification of specific oncogenes and tumor suppressor genes in regions of recurrent aneuploidy is a major challenge of molecular cancer research. Using both oligonucleotide single-nucleotide polymorphism and mRNA expression arrays, we integrated genomic and transcriptional information to identify and prioritize candidate cancer genes in regions of increased and decreased chromosomal copy number in a cohort of primary breast cancers. Confirming the validity of this approach, several regio","PubTator3","Targets of genome copy number reduction in primary breast cancers identified by integrative genomics.","Genes, chromosomes & cancer","2007"
"17171680","RUNX3","864","The identification of specific oncogenes and tumor suppressor genes in regions of recurrent aneuploidy is a major challenge of molecular cancer research. Using both oligonucleotide single-nucleotide polymorphism and mRNA expression arrays, we integrated genomic and transcriptional information to identify and prioritize candidate cancer genes in regions of increased and decreased chromosomal copy number in a cohort of primary breast cancers. Confirming the validity of this approach, several regio","PubTator3","Targets of genome copy number reduction in primary breast cancers identified by integrative genomics.","Genes, chromosomes & cancer","2007"
"17344859","PAX5","5079","Chromosomal aberrations are a hallmark of acute lymphoblastic leukaemia (ALL) but alone fail to induce leukaemia. To identify cooperating oncogenic lesions, we performed a genome-wide analysis of leukaemic cells from 242 paediatric ALL patients using high-resolution, single-nucleotide polymorphism arrays and genomic DNA sequencing. Our analyses revealed deletion, amplification, point mutation and structural rearrangement in genes encoding principal regulators of B lymphocyte development and diff","PubTator3","Genome-wide analysis of genetic alterations in acute lymphoblastic leukaemia.","Nature","2007"
"17344859","TCF3","6929","Chromosomal aberrations are a hallmark of acute lymphoblastic leukaemia (ALL) but alone fail to induce leukaemia. To identify cooperating oncogenic lesions, we performed a genome-wide analysis of leukaemic cells from 242 paediatric ALL patients using high-resolution, single-nucleotide polymorphism arrays and genomic DNA sequencing. Our analyses revealed deletion, amplification, point mutation and structural rearrangement in genes encoding principal regulators of B lymphocyte development and diff","PubTator3","Genome-wide analysis of genetic alterations in acute lymphoblastic leukaemia.","Nature","2007"
"17344859","E2A","6929","Chromosomal aberrations are a hallmark of acute lymphoblastic leukaemia (ALL) but alone fail to induce leukaemia. To identify cooperating oncogenic lesions, we performed a genome-wide analysis of leukaemic cells from 242 paediatric ALL patients using high-resolution, single-nucleotide polymorphism arrays and genomic DNA sequencing. Our analyses revealed deletion, amplification, point mutation and structural rearrangement in genes encoding principal regulators of B lymphocyte development and diff","PubTator3","Genome-wide analysis of genetic alterations in acute lymphoblastic leukaemia.","Nature","2007"
"17344859","EBF1","1879","Chromosomal aberrations are a hallmark of acute lymphoblastic leukaemia (ALL) but alone fail to induce leukaemia. To identify cooperating oncogenic lesions, we performed a genome-wide analysis of leukaemic cells from 242 paediatric ALL patients using high-resolution, single-nucleotide polymorphism arrays and genomic DNA sequencing. Our analyses revealed deletion, amplification, point mutation and structural rearrangement in genes encoding principal regulators of B lymphocyte development and diff","PubTator3","Genome-wide analysis of genetic alterations in acute lymphoblastic leukaemia.","Nature","2007"
"17344859","LEF1","51176","Chromosomal aberrations are a hallmark of acute lymphoblastic leukaemia (ALL) but alone fail to induce leukaemia. To identify cooperating oncogenic lesions, we performed a genome-wide analysis of leukaemic cells from 242 paediatric ALL patients using high-resolution, single-nucleotide polymorphism arrays and genomic DNA sequencing. Our analyses revealed deletion, amplification, point mutation and structural rearrangement in genes encoding principal regulators of B lymphocyte development and diff","PubTator3","Genome-wide analysis of genetic alterations in acute lymphoblastic leukaemia.","Nature","2007"
"17344859","IKZF1","10320","Chromosomal aberrations are a hallmark of acute lymphoblastic leukaemia (ALL) but alone fail to induce leukaemia. To identify cooperating oncogenic lesions, we performed a genome-wide analysis of leukaemic cells from 242 paediatric ALL patients using high-resolution, single-nucleotide polymorphism arrays and genomic DNA sequencing. Our analyses revealed deletion, amplification, point mutation and structural rearrangement in genes encoding principal regulators of B lymphocyte development and diff","PubTator3","Genome-wide analysis of genetic alterations in acute lymphoblastic leukaemia.","Nature","2007"
"17344859","IKAROS","10320","Chromosomal aberrations are a hallmark of acute lymphoblastic leukaemia (ALL) but alone fail to induce leukaemia. To identify cooperating oncogenic lesions, we performed a genome-wide analysis of leukaemic cells from 242 paediatric ALL patients using high-resolution, single-nucleotide polymorphism arrays and genomic DNA sequencing. Our analyses revealed deletion, amplification, point mutation and structural rearrangement in genes encoding principal regulators of B lymphocyte development and diff","PubTator3","Genome-wide analysis of genetic alterations in acute lymphoblastic leukaemia.","Nature","2007"
"17344859","IKZF3","22806","Chromosomal aberrations are a hallmark of acute lymphoblastic leukaemia (ALL) but alone fail to induce leukaemia. To identify cooperating oncogenic lesions, we performed a genome-wide analysis of leukaemic cells from 242 paediatric ALL patients using high-resolution, single-nucleotide polymorphism arrays and genomic DNA sequencing. Our analyses revealed deletion, amplification, point mutation and structural rearrangement in genes encoding principal regulators of B lymphocyte development and diff","PubTator3","Genome-wide analysis of genetic alterations in acute lymphoblastic leukaemia.","Nature","2007"
"17344859","AIOLOS","22806","Chromosomal aberrations are a hallmark of acute lymphoblastic leukaemia (ALL) but alone fail to induce leukaemia. To identify cooperating oncogenic lesions, we performed a genome-wide analysis of leukaemic cells from 242 paediatric ALL patients using high-resolution, single-nucleotide polymorphism arrays and genomic DNA sequencing. Our analyses revealed deletion, amplification, point mutation and structural rearrangement in genes encoding principal regulators of B lymphocyte development and diff","PubTator3","Genome-wide analysis of genetic alterations in acute lymphoblastic leukaemia.","Nature","2007"
"17578925","WNK2","65268","Epigenome scans and cancer genome sequencing converge on WNK2, a kinase-independent suppressor of cell growth.","PubTator3","Epigenome scans and cancer genome sequencing converge on WNK2, a kinase-independent suppressor of cell growth.","Proceedings of the National Academy of Sciences of the United States of America","2007"
"17578925","WNK1-4","65125;65268;65267;65266","Human cancer genome and epigenome projects aim to identify new cancer genes and targets for therapy that have been overlooked by conventional approaches. Here we integrated large-scale genomics and epigenomics of 31 human infiltrative gliomas and identified low-frequency deletion and highly recurrent epigenetic silencing of WNK2, encoding a putative serine/threonine kinase. Prior cancer genome sequencing projects also identified point mutations in WNK1-4, suggesting that WNK family genes may hav","PubTator3","Epigenome scans and cancer genome sequencing converge on WNK2, a kinase-independent suppressor of cell growth.","Proceedings of the National Academy of Sciences of the United States of America","2007"
"17578925","WNK1","65125","Human cancer genome and epigenome projects aim to identify new cancer genes and targets for therapy that have been overlooked by conventional approaches. Here we integrated large-scale genomics and epigenomics of 31 human infiltrative gliomas and identified low-frequency deletion and highly recurrent epigenetic silencing of WNK2, encoding a putative serine/threonine kinase. Prior cancer genome sequencing projects also identified point mutations in WNK1-4, suggesting that WNK family genes may hav","PubTator3","Epigenome scans and cancer genome sequencing converge on WNK2, a kinase-independent suppressor of cell growth.","Proceedings of the National Academy of Sciences of the United States of America","2007"
"17920230","APC","324","The APC E1317Q and I1307K polymorphisms in non-colorectal cancers.","PubTator3","The APC E1317Q and I1307K polymorphisms in non-colorectal cancers.","Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie","2007"
"17920230","adenomatous polyposis coli","324","Mutation of the adenomatous polyposis coli (APC) gene is an important initiating factor in the early stages of the multi-step colorectal cancer (CRC) carcinogenesis. APC E1317Q and I1307K variants have been linked to CRC. The aim of this study was to examine the association of these variants with non-colorectal cancers. Mutation screening was performed using real-time PCR. The APC E1317Q variant was detected in 1.25% individuals undergoing testing. Among 2076 patients that were analyzed for this","PubTator3","The APC E1317Q and I1307K polymorphisms in non-colorectal cancers.","Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie","2007"
"18063416","adenomatous polyposis coli","324","BACKGROUND & AIMS: Specific mutations in the adenomatous polyposis coli (APC) gene can lead to an attenuated form of familial adenomatous polyposis (AFAP). Although AFAP mutation carriers have a 69% risk of colorectal cancer by age 80, clinical recognition remains a challenge in some cases because they present with few colonic adenomas and are difficult to distinguish clinically from patients with sporadic polyps. METHODS: Family relationships were established using family history reports, the U","PubTator3","American founder mutation for attenuated familial adenomatous polyposis.","Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association","2008"
"18063416","APC","324","BACKGROUND & AIMS: Specific mutations in the adenomatous polyposis coli (APC) gene can lead to an attenuated form of familial adenomatous polyposis (AFAP). Although AFAP mutation carriers have a 69% risk of colorectal cancer by age 80, clinical recognition remains a challenge in some cases because they present with few colonic adenomas and are difficult to distinguish clinically from patients with sporadic polyps. METHODS: Family relationships were established using family history reports, the U","PubTator3","American founder mutation for attenuated familial adenomatous polyposis.","Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association","2008"
"18679828","BRCA1","672","Evidence for an ancient BRCA1 mutation in breast cancer patients of Yoruban ancestry.","PubTator3","Evidence for an ancient BRCA1 mutation in breast cancer patients of Yoruban ancestry.","Familial cancer","2009"
"18694767","BRCA1","672","Molecular and in silico analysis of BRCA1 and BRCA2 variants.","PubTator3","Molecular and in silico analysis of BRCA1 and BRCA2 variants.","Mutation research","2008"
"18694767","BRCA2","675","Molecular and in silico analysis of BRCA1 and BRCA2 variants.","PubTator3","Molecular and in silico analysis of BRCA1 and BRCA2 variants.","Mutation research","2008"
