"Gene","TargetID","GeneName","Score"
"HMGB1","ENSG00000189403","high mobility group box 1",0.0108331722934985
"GAST","ENSG00000184502","gastrin",0.0107794124283038
"TRPM2","ENSG00000142185","transient receptor potential cation channel subfamily M member 2",0.0107517264136228
"TRPM7","ENSG00000092439","transient receptor potential cation channel subfamily M member 7",0.0107178157858564
"DAGLA","ENSG00000134780","diacylglycerol lipase alpha",0.0106972835717072
"ALMS1","ENSG00000116127","ALMS1 centrosome and basal body associated protein",0.0106254208221852
"H3C14","ENSG00000203811","H3 clustered histone 14",0.0105960597559519
"FGFR1","ENSG00000077782","fibroblast growth factor receptor 1",0.0105960597559519
"RLN3","ENSG00000171136","relaxin 3",0.0105960597559519
"DRD5","ENSG00000169676","dopamine receptor D5",0.0104779995245943
"VCAM1","ENSG00000162692","vascular cell adhesion molecule 1",0.0104073687079212
"FGFRL1","ENSG00000127418","fibroblast growth factor receptor like 1",0.0103482359311717
"ALDH18A1","ENSG00000059573","aldehyde dehydrogenase 18 family member A1",0.0103482359311717
"SLC17A8","ENSG00000179520","solute carrier family 17 member 8",0.0103482359311717
"LIF","ENSG00000128342","LIF interleukin 6 family cytokine",0.0103482359311717
"COL1A1","ENSG00000108821","collagen type I alpha 1 chain",0.0103482359311717
"PXDN","ENSG00000130508","peroxidasin",0.0103482359311717
"PYCR1","ENSG00000183010","pyrroline-5-carboxylate reductase 1",0.0103482359311717
"ITGB1","ENSG00000150093","integrin subunit beta 1",0.0103482359311717
"ITGAD","ENSG00000156886","integrin subunit alpha D",0.0103482359311717
"SCT","ENSG00000070031","secretin",0.0102445065800321
"GRIN1","ENSG00000176884","glutamate ionotropic receptor NMDA type subunit 1",0.0102353087533513
"HRH3","ENSG00000101180","histamine receptor H3",0.010214283597519
"CDK8","ENSG00000132964","cyclin dependent kinase 8",0.0101634460038293
"MPIG6B","ENSG00000204420","megakaryocyte and platelet inhibitory receptor G6b",0.0101634460038293
"TYRP1","ENSG00000107165","tyrosinase related protein 1",0.0100420846553218
"TBPL1","ENSG00000028839","TATA-box binding protein like 1",0.0100420846553218
"F8","ENSG00000185010","coagulation factor VIII",0.0100402527189344
"TGFBR3","ENSG00000069702","transforming growth factor beta receptor 3",0.0100402527189344
"CD5","ENSG00000110448","CD5 molecule",0.00997865607648695
"PDYN","ENSG00000101327","prodynorphin",0.00986839808650601
"TSPO","ENSG00000100300","translocator protein",0.00981969506928622
"ACKR3","ENSG00000144476","atypical chemokine receptor 3",0.00978899899615849
"GPR42","ENSG00000126251","G protein-coupled receptor 42",0.00978322431092904
"BRS3","ENSG00000102239","bombesin receptor subtype 3",0.00978322431092904
"CXCR6","ENSG00000172215","C-X-C motif chemokine receptor 6",0.00978322431092904
"LPAR2","ENSG00000064547","lysophosphatidic acid receptor 2",0.00978322431092904
"TACR1","ENSG00000115353","tachykinin receptor 1",0.00977566893390867
"MICU1","ENSG00000107745","mitochondrial calcium uptake 1",0.00974253561377172
"NTF3","ENSG00000185652","neurotrophin 3",0.00969633813193613
"CXCL13","ENSG00000156234","C-X-C motif chemokine ligand 13",0.00960907622180225
"LCN1","ENSG00000160349","lipocalin 1",0.00960907622180225
"PRG4","ENSG00000116690","proteoglycan 4",0.00960907622180225
"MAFK","ENSG00000198517","MAF bZIP transcription factor K",0.00960907622180225
"TYMP","ENSG00000025708","thymidine phosphorylase",0.00960907622180225
"NRIP1","ENSG00000180530","nuclear receptor interacting protein 1",0.00960907622180225
"UBE2L6","ENSG00000156587","ubiquitin conjugating enzyme E2 L6",0.00960907622180225
"MYORG","ENSG00000164976","myogenesis regulating glycosidase",0.00960907622180225
"MED12","ENSG00000184634","mediator complex subunit 12",0.00960907622180225
"SCO2","ENSG00000284194","synthesis of cytochrome C oxidase 2",0.00960907622180225
"AP4E1","ENSG00000081014","adaptor related protein complex 4 subunit epsilon 1",0.00960907622180225
"SLC4A1","ENSG00000004939","solute carrier family 4 member 1 (Diego blood group)",0.00960907622180225
"PPID","ENSG00000171497","peptidylprolyl isomerase D",0.00960907622180225
"KCNJ10","ENSG00000177807","potassium inwardly rectifying channel subfamily J member 10",0.0094242862944599
"ATP7A","ENSG00000165240","ATPase copper transporting alpha",0.0094242862944599
"PF4","ENSG00000163737","platelet factor 4",0.00940755591540572
"SLC4A4","ENSG00000080493","solute carrier family 4 member 4",0.00937432726260409
"NPTX2","ENSG00000106236","neuronal pentraxin 2",0.00923949636711754
"PPARD","ENSG00000112033","peroxisome proliferator activated receptor delta",0.00923949636711754
"GCOM1","ENSG00000137878","GCOM1, MYZAP-POLR2M combined locus",0.00923949636711754
"TLR2","ENSG00000137462","toll like receptor 2",0.00921896415296839
"TGM2","ENSG00000198959","transglutaminase 2",0.00917899361213366
"SRC","ENSG00000197122","SRC proto-oncogene, non-receptor tyrosine kinase",0.00905470643977519
"CAV2","ENSG00000105971","caveolin 2",0.00904197646700272
"SERPING1","ENSG00000149131","serpin family G member 1",0.00901364201147689
"TSPAN18","ENSG00000157570","tetraspanin 18",0.00886991651243284
"ATF5","ENSG00000169136","activating transcription factor 5",0.00886991651243284
"HDAC4","ENSG00000068024","histone deacetylase 4",0.00886991651243284
"CXCR5","ENSG00000160683","C-X-C motif chemokine receptor 5",0.00886991651243284
"CDH4","ENSG00000179242","cadherin 4",0.00886991651243284
"NEU2","ENSG00000115488","neuraminidase 2",0.00886991651243284
"SYN2","ENSG00000157152","synapsin II",0.00886991651243284
"SGCB","ENSG00000163069","sarcoglycan beta",0.00885718653966037
"PLG","ENSG00000122194","plasminogen",0.00884938429828369
"CPT2","ENSG00000157184","carnitine palmitoyltransferase 2",0.00884178737904851
"GRM2","ENSG00000164082","glutamate metabotropic receptor 2",0.00883911819120912
"GPC3","ENSG00000147257","glypican 3",0.00880831986998539
"AR","ENSG00000169083","androgen receptor",0.00880072295075021
"GGH","ENSG00000137563","gamma-glutamyl hydrolase",0.00880072295075021
"GNRH1","ENSG00000147437","gonadotropin releasing hormone 1",0.00878089679335292
"PGK1","ENSG00000102144","phosphoglycerate kinase 1",0.00874672322753794
"NTS","ENSG00000133636","neurotensin",0.00874672322753794
"XRCC1","ENSG00000073050","X-ray repair cross complementing 1",0.00870052574570235
"SARDH","ENSG00000123453","sarcosine dehydrogenase",0.00868512658509049
"MERTK","ENSG00000153208","MER proto-oncogene, tyrosine kinase",0.00868512658509049
"HR","ENSG00000168453","HR lysine demethylase and nuclear receptor corepressor",0.00866459437094134
"KCNQ2","ENSG00000075043","potassium voltage-gated channel subfamily Q member 2",0.00865432826386677
"STING1","ENSG00000184584","stimulator of interferon response cGAMP interactor 1",0.00865432826386677
"G6PD","ENSG00000160211","glucose-6-phosphate dehydrogenase",0.00857219940727017
"TPO","ENSG00000115705","thyroid peroxidase",0.00856193330019559
"SLC35G6","ENSG00000259224","solute carrier family 35 member G6",0.00850033665774814
"SPTAN1","ENSG00000197694","spectrin alpha, non-erythrocytic 1",0.00850033665774814
"PRH1","ENSG00000231887","proline rich protein HaeIII subfamily 1",0.00846953833652442
"VWA8","ENSG00000102763","von Willebrand factor A domain containing 8",0.0083900786677672
"PPIG","ENSG00000138398","peptidylprolyl isomerase G",0.00837714337285324
"KCNMA1","ENSG00000156113","potassium calcium-activated channel subfamily M alpha 1",0.00834388118593162
"NPFF","ENSG00000139574","neuropeptide FF-amide peptide precursor",0.00820261955258546
"PRDM11","ENSG00000019485","PR/SET domain 11",0.00813075680306344
"DDX1","ENSG00000079785","DEAD-box helicase 1",0.00813075680306344
"GABRR1","ENSG00000146276","gamma-aminobutyric acid type A receptor subunit rho1",0.00813075680306344
"LRRK2","ENSG00000188906","leucine rich repeat kinase 2",0.00813075680306344
"GPR55","ENSG00000135898","G protein-coupled receptor 55",0.00813075680306344
"SOCS1","ENSG00000185338","suppressor of cytokine signaling 1",0.00813075680306344
"ZNF234","ENSG00000263002","zinc finger protein 234",0.00813075680306344
"NGFR","ENSG00000064300","nerve growth factor receptor",0.00813075680306344
"GIT2","ENSG00000139436","GIT ArfGAP 2",0.00813075680306344
"SYNE1","ENSG00000131018","spectrin repeat containing nuclear envelope protein 1",0.00813075680306344
"LGI1","ENSG00000108231","leucine rich glioma inactivated 1",0.00811022458891429
"IL6R","ENSG00000160712","interleukin 6 receptor",0.00811022458891429
"TGFB2","ENSG00000092969","transforming growth factor beta 2",0.00808969237476514
"GSDMD","ENSG00000104518","gasdermin D",0.00807696240199267
"ERAS","ENSG00000187682","ES cell expressed Ras",0.00801782962524311
"NAXE","ENSG00000163382","NAD(P)HX epimerase",0.00801782962524311
"ERAL1","ENSG00000132591","Era like 12S mitochondrial rRNA chaperone 1",0.00801782962524311
"EDNRB","ENSG00000136160","endothelin receptor type B",0.00801782962524311
"SETD2","ENSG00000181555","SET domain containing 2, histone lysine methyltransferase",0.00794617219786258
"PAGR1","ENSG00000280789","PAXIP1 associated glutamate rich protein 1",0.00794596687572109
"C4B","ENSG00000224389","complement C4B (Chido/Rodgers blood group)",0.00794596687572109
"CSNK1D","ENSG00000141551","casein kinase 1 delta",0.00792981370329937
"SLCO1A2","ENSG00000084453","solute carrier organic anion transporter family member 1A2",0.00792543466157194
"CDH5","ENSG00000179776","cadherin 5",0.00792543466157194
"PTPRC","ENSG00000081237","protein tyrosine phosphatase receptor type C",0.00790490244742279
"PRKAA1","ENSG00000132356","protein kinase AMP-activated catalytic subunit alpha 1",0.00783057583220286
"PRKAB1","ENSG00000111725","protein kinase AMP-activated non-catalytic subunit beta 1",0.00783057583220286
"PRKAA2","ENSG00000162409","protein kinase AMP-activated catalytic subunit alpha 2",0.00783057583220286
"FGA","ENSG00000171560","fibrinogen alpha chain",0.00782277359082619
"ANG","ENSG00000214274","angiogenin",0.00782277359082619
"ITGA2B","ENSG00000005961","integrin subunit alpha 2b",0.00782277359082619
"GCA","ENSG00000115271","grancalcin",0.00776117694837874
"GCLC","ENSG00000001084","glutamate-cysteine ligase catalytic subunit",0.00776117694837874
"GMCL1","ENSG00000087338","germ cell-less 1, spermatogenesis associated",0.00776117694837874
"GMCL2","ENSG00000244234","germ cell-less 2, spermatogenesis associated",0.00776117694837874
"PROS1","ENSG00000184500","protein S",0.0077523480962946
"NEURL1","ENSG00000107954","neuralized E3 ubiquitin protein ligase 1",0.00757638702103639
"NPPA","ENSG00000175206","natriuretic peptide A",0.00754312483411476
"C3","ENSG00000125730","complement C3",0.00743409877698278
"IL1RAPL2","ENSG00000189108","interleukin 1 receptor accessory protein like 2",0.00739159709369404
"ATXN2L","ENSG00000168488","ataxin 2 like",0.00739159709369404
"LYVE1","ENSG00000133800","lymphatic vessel endothelial hyaluronan receptor 1",0.00739159709369404
"PRKCSH","ENSG00000130175","PRKCSH beta subunit of glucosidase II",0.00739159709369404
"TIMD4","ENSG00000145850","T cell immunoglobulin and mucin domain containing 4",0.00739159709369404
"PPY","ENSG00000108849","pancreatic polypeptide",0.00739159709369404
"CD38","ENSG00000004468","CD38 molecule",0.00739159709369404
"GPX4","ENSG00000167468","glutathione peroxidase 4",0.00739159709369404
"BMERB1","ENSG00000166780","bMERB domain containing 1",0.00739159709369404
"PRPF31","ENSG00000105618","pre-mRNA processing factor 31",0.00739159709369404
"FGF14","ENSG00000102466","fibroblast growth factor 14",0.00739159709369404
"VLDLR","ENSG00000147852","very low density lipoprotein receptor",0.00739159709369404
"H4C3","ENSG00000197061","H4 clustered histone 3",0.00739159709369404
"CDC42","ENSG00000070831","cell division cycle 42",0.00739159709369404
"SH2D5","ENSG00000189410","SH2 domain containing 5",0.00739159709369404
"CISH","ENSG00000114737","cytokine inducible SH2 containing protein",0.00739159709369404
"UBXN11","ENSG00000158062","UBX domain protein 11",0.00739159709369404
"AP2M1","ENSG00000161203","adaptor related protein complex 2 subunit mu 1",0.00739159709369404
"NCF4","ENSG00000100365","neutrophil cytosolic factor 4",0.00739159709369404
"MKNK1","ENSG00000079277","MAPK interacting serine/threonine kinase 1",0.00739159709369404
"TNFSF11","ENSG00000120659","TNF superfamily member 11",0.00739159709369404
"CST3","ENSG00000101439","cystatin C",0.00739159709369404
"MMS22L","ENSG00000146263","MMS22 like, DNA repair protein",0.00739159709369404
"STATH","ENSG00000126549","statherin",0.00739159709369404
"CYP4F3","ENSG00000186529","cytochrome P450 family 4 subfamily F member 3",0.00739159709369404
"ASIC2","ENSG00000108684","acid sensing ion channel subunit 2",0.00739159709369404
"IGHG3","ENSG00000211897","immunoglobulin heavy constant gamma 3 (G3m marker)",0.00739159709369404
"MYBPC3","ENSG00000134571","myosin binding protein C3",0.00739159709369404
"LINC02598","ENSG00000256155","long intergenic non-protein coding RNA 2598",0.00739159709369404
"HFE","ENSG00000010704","homeostatic iron regulator",0.00739159709369404
"PARP1","ENSG00000143799","poly(ADP-ribose) polymerase 1",0.00737106487954489
"GAD2","ENSG00000136750","glutamate decarboxylase 2",0.00727866991587371
"MYD88","ENSG00000172936","MYD88 innate immune signal transduction adaptor",0.00727866991587371
"SLC2A4RG","ENSG00000125520","SLC2A4 regulator",0.00720680716635169
"CYP2C9","ENSG00000138109","cytochrome P450 family 2 subfamily C member 9",0.00720680716635169
"SLC9A1","ENSG00000090020","solute carrier family 9 member A1",0.00720680716635169
"ARHGEF2","ENSG00000116584","Rho/Rac guanine nucleotide exchange factor 2",0.00720680716635169
"PTPRD","ENSG00000153707","protein tyrosine phosphatase receptor type D",0.00718627495220254
"TREM1","ENSG00000124731","triggering receptor expressed on myeloid cells 1",0.00718627495220254
"MTOR","ENSG00000198793","mechanistic target of rapamycin kinase",0.00717354497943006
"APOH","ENSG00000091583","apolipoprotein H",0.00714468464780715
"RAMP2","ENSG00000131477","receptor activity modifying protein 2",0.00709387998853136
"ERCC5","ENSG00000134899","ERCC excision repair 5, endonuclease",0.00702201723900934
"IFNAR2","ENSG00000159110","interferon alpha and beta receptor subunit 2",0.00702201723900934
"HCG11","ENSG00000228223","HLA complex group 11",0.00702201723900934
"STXBP1","ENSG00000136854","syntaxin binding protein 1",0.00702201723900934
"ABO","ENSG00000175164","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase",0.00700148502486018
"BRD2","ENSG00000204256","bromodomain containing 2",0.00699121891778561
"PSMB6","ENSG00000142507","proteasome 20S subunit beta 6",0.00690909006118901
"ANXA1","ENSG00000135046","annexin A1",0.00680642899044326
"MAPK8","ENSG00000107643","mitogen-activated protein kinase 8",0.00672430013384666
"GSTK1","ENSG00000197448","glutathione S-transferase kappa 1",0.00672430013384666
"SLCO6A1","ENSG00000205359","solute carrier organic anion transporter family member 6A1",0.00672430013384666
"CGA","ENSG00000135346","glycoprotein hormones, alpha polypeptide",0.00669350181262293
"MC4R","ENSG00000166603","melanocortin 4 receptor",0.00665243738432463
"RSPO2","ENSG00000147655","R-spondin 2",0.00665243738432463
"DOT1L","ENSG00000104885","DOT1 like histone lysine methyltransferase",0.00665243738432463
"FCAR","ENSG00000186431","Fc alpha receptor",0.00665243738432463
"CNRIP1","ENSG00000119865","cannabinoid receptor interacting protein 1",0.00665243738432463
"G6PC2","ENSG00000152254","glucose-6-phosphatase catalytic subunit 2",0.00665243738432463
"F11","ENSG00000088926","coagulation factor XI",0.00665243738432463
"SGTB","ENSG00000197860","small glutamine rich tetratricopeptide repeat co-chaperone beta",0.00665243738432463
"FAM3C","ENSG00000196937","FAM3 metabolism regulating signaling molecule C",0.00665243738432463
"SHANK1","ENSG00000161681","SH3 and multiple ankyrin repeat domains 1",0.00665243738432463
"VIM","ENSG00000026025","vimentin",0.00665243738432463
"RGS7BP","ENSG00000186479","regulator of G protein signaling 7 binding protein",0.00665243738432463
"UNC13B","ENSG00000198722","unc-13 homolog B",0.00665243738432463
"ELOVL6","ENSG00000170522","ELOVL fatty acid elongase 6",0.00665243738432463
"DESI1","ENSG00000100418","desumoylating isopeptidase 1",0.00665243738432463
"MMP7","ENSG00000137673","matrix metallopeptidase 7",0.00665243738432463
"IL13","ENSG00000169194","interleukin 13",0.00665243738432463
"FFAR2","ENSG00000126262","free fatty acid receptor 2",0.00665243738432463
"STAC3","ENSG00000185482","SH3 and cysteine rich domain 3",0.00665243738432463
"PRKG1","ENSG00000185532","protein kinase cGMP-dependent 1",0.00663190517017548
"CGAS","ENSG00000164430","cyclic GMP-AMP synthase",0.00653951020650431
"EGR1","ENSG00000120738","early growth response 1",0.00651897799235516
"KCNJ9","ENSG00000162728","potassium inwardly rectifying channel subfamily J member 9",0.00646764745698228
"CASQ1","ENSG00000143318","calsequestrin 1",0.00646764745698228
"SP5","ENSG00000204335","Sp5 transcription factor",0.00644711524283313
"SELL","ENSG00000188404","selectin L",0.00642658302868398
"RETNLB","ENSG00000163515","resistin like beta",0.00634445417208738
"PRKCB","ENSG00000166501","protein kinase C beta",0.0063346825142515
"PRKCG","ENSG00000126583","protein kinase C gamma",0.0063346825142515
"TMEM100","ENSG00000166292","transmembrane protein 100",0.00628285752963993
"NF1","ENSG00000196712","neurofibromin 1",0.00622565645711951
"PSG2","ENSG00000242221","pregnancy specific beta-1-glycoprotein 2",0.00615966424474503
"CSMD1","ENSG00000183117","CUB and Sushi multiple domains 1",0.00609806760229758
"PADI4","ENSG00000159339","peptidyl arginine deiminase 4",0.00609806760229758
"ERBB3","ENSG00000065361","erb-b2 receptor tyrosine kinase 3",0.00609806760229758
"SLC44A4","ENSG00000204385","solute carrier family 44 member 4",0.00609806760229758
"ESRRG","ENSG00000196482","estrogen related receptor gamma",0.00607753538814843
"TBXT","ENSG00000164458","T-box transcription factor T",0.00600834182646579
"TBXAS1","ENSG00000059377","thromboxane A synthase 1",0.00600834182646579
"SDHA","ENSG00000073578","succinate dehydrogenase complex flavoprotein subunit A",0.00591327767495523
"CADM3","ENSG00000162706","cell adhesion molecule 3",0.00591327767495523
"TNFRSF10A","ENSG00000104689","TNF receptor superfamily member 10a",0.00591327767495523
"NRAP","ENSG00000197893","nebulin related anchoring protein",0.00591327767495523
"PTGFR","ENSG00000122420","prostaglandin F receptor",0.00591327767495523
"AIFM1","ENSG00000156709","apoptosis inducing factor mitochondria associated 1",0.00591327767495523
"HSP90AB1","ENSG00000096384","heat shock protein 90 alpha family class B member 1",0.00591327767495523
"HSP90AA1","ENSG00000080824","heat shock protein 90 alpha family class A member 1",0.00591327767495523
"KIF26A","ENSG00000066735","kinesin family member 26A",0.00591327767495523
"CD33","ENSG00000105383","CD33 molecule",0.00591327767495523
"SORT1","ENSG00000134243","sortilin 1",0.00576955217591118
"NAT10","ENSG00000135372","N-acetyltransferase 10",0.00576955217591118
"CEACAM5","ENSG00000105388","CEA cell adhesion molecule 5",0.00572848774761288
"CEACAM3","ENSG00000170956","CEA cell adhesion molecule 3",0.00572848774761288
"KCND3","ENSG00000171385","potassium voltage-gated channel subfamily D member 3",0.00572848774761288
"CEACAM7","ENSG00000007306","CEA cell adhesion molecule 7",0.00572848774761288
"TRPC5","ENSG00000072315","transient receptor potential cation channel subfamily C member 5",0.00570795553346373
"HPSE","ENSG00000173083","heparanase",0.00569768942638915
"TCF4","ENSG00000196628","transcription factor 4",0.00569768942638915
"PPBP","ENSG00000163736","pro-platelet basic protein",0.00566636522906834
"ANK1","ENSG00000029534","ankyrin 1",0.00565416113239295
"IL9","ENSG00000145839","interleukin 9",0.00561556056979255
"ADA","ENSG00000196839","adenosine deaminase",0.00561556056979255
"CA1","ENSG00000133742","carbonic anhydrase 1",0.00554369782027053
"MCC","ENSG00000171444","MCC regulator of Wnt signaling pathway",0.0055128994990468
"GAL","ENSG00000069482","galanin and GMAP prepropeptide",0.00542050453537563
"MS4A1","ENSG00000156738","membrane spanning 4-domains A1",0.00535890789292818
"PDLIM3","ENSG00000154553","PDZ and LIM domain 3",0.00535890789292818
"ATRNL1","ENSG00000107518","attractin like 1",0.00535890789292818
"ASRGL1","ENSG00000162174","asparaginase and isoaspartyl peptidase 1",0.00535890789292818
"ALPP","ENSG00000163283","alkaline phosphatase, placental",0.00535890789292818
"SLPI","ENSG00000124107","secretory leukocyte peptidase inhibitor",0.00535890789292818
"HEPH","ENSG00000089472","hephaestin",0.00535890789292818
"KRT20","ENSG00000171431","keratin 20",0.00535890789292818
"CCL27","ENSG00000213927","C-C motif chemokine ligand 27",0.00535890789292818
"ABAT","ENSG00000183044","4-aminobutyrate aminotransferase",0.00533837567877903
"FMR1","ENSG00000102081","fragile X messenger ribonucleoprotein 1",0.00532810957170445
"GUCY1A2","ENSG00000152402","guanylate cyclase 1 soluble subunit alpha 2",0.00526137987571971
"GUCY1A1","ENSG00000164116","guanylate cyclase 1 soluble subunit alpha 1",0.00526137987571971
"GUCY1B1","ENSG00000061918","guanylate cyclase 1 soluble subunit beta 1",0.00526137987571971
"PDCD1LG2","ENSG00000197646","programmed cell death 1 ligand 2",0.00517411796558583
"SLC25A21","ENSG00000183032","solute carrier family 25 member 21",0.00517411796558583
"LY6G5C","ENSG00000204428","lymphocyte antigen 6 family member G5C",0.00517411796558583
"CCL14","ENSG00000276409","C-C motif chemokine ligand 14",0.00517411796558583
"RB1CC1","ENSG00000023287","RB1 inducible coiled-coil 1",0.00517411796558583
"GINM1","ENSG00000055211","glycosylated integral membrane protein 1",0.00517411796558583
"RICTOR","ENSG00000164327","RPTOR independent companion of MTOR complex 2",0.00517411796558583
"VSTM2L","ENSG00000132821","V-set and transmembrane domain containing 2 like",0.00517411796558583
"STIM2","ENSG00000109689","stromal interaction molecule 2",0.00517411796558583
"PRTN3","ENSG00000196415","proteinase 3",0.00517411796558583
"CSNK1G3","ENSG00000151292","casein kinase 1 gamma 3",0.00517411796558583
"VAT1","ENSG00000108828","vesicle amine transport 1",0.00517411796558583
"FN1","ENSG00000115414","fibronectin 1",0.00517411796558583
"CCDC141","ENSG00000163492","coiled-coil domain containing 141",0.00517411796558583
"CCDC30","ENSG00000186409","coiled-coil domain containing 30",0.00517411796558583
"CUX1","ENSG00000257923","cut like homeobox 1",0.00517411796558583
"ABCC8","ENSG00000006071","ATP binding cassette subfamily C member 8",0.00517411796558583
"KCNJ11","ENSG00000187486","potassium inwardly rectifying channel subfamily J member 11",0.00517411796558583
"CREBBP","ENSG00000005339","CREB binding lysine acetyltransferase ",0.00517411796558583
"SLC35D2","ENSG00000130958","solute carrier family 35 member D2",0.00517411796558583
"GAP43","ENSG00000172020","growth associated protein 43",0.00517411796558583
"IPO13","ENSG00000117408","importin 13",0.00517411796558583
"CTIF","ENSG00000134030","cap binding complex dependent translation initiation factor",0.00517411796558583
"CPAP","ENSG00000151849","centrosome assembly and centriole elongation protein",0.00517411796558582
"PMM2","ENSG00000140650","phosphomannomutase 2",0.00517411796558582
"CEBPB","ENSG00000172216","CCAAT enhancer binding protein beta",0.00517411796558582
"CD36","ENSG00000135218","CD36 molecule (CD36 blood group)",0.00517411796558582
"PICALM","ENSG00000073921","phosphatidylinositol binding clathrin assembly protein",0.00517411796558582
"LAP3","ENSG00000002549","leucine aminopeptidase 3",0.00517411796558582
"ATP10A","ENSG00000206190","ATPase phospholipid transporting 10A (putative)",0.00517411796558582
"PACC1","ENSG00000065600","proton activated chloride channel 1",0.00515358575143668
"NFKBIZ","ENSG00000144802","NFKB inhibitor zeta",0.00515358575143668
"TNFRSF1A","ENSG00000067182","TNF receptor superfamily member 1A",0.00515358575143668
"POLG","ENSG00000140521","DNA polymerase gamma, catalytic subunit",0.00513509418795908
"UCHL1","ENSG00000154277","ubiquitin C-terminal hydrolase L1",0.0050611907877655
"SMN1","ENSG00000172062","survival of motor neuron 1, telomeric",0.0050611907877655
"RBFOX3","ENSG00000167281","RNA binding fox-1 homolog 3",0.00503039246654177
"SELP","ENSG00000174175","selectin P",0.0050176624937693
"CSF2","ENSG00000164400","colony stimulating factor 2",0.0050067678495269
"SLC20A2","ENSG00000168575","solute carrier family 20 member 2",0.00498932803824347
"FPR2","ENSG00000171049","formyl peptide receptor 2",0.00498932803824347
"ERCC2","ENSG00000104884","ERCC excision repair 2, TFIIH core complex helicase subunit",0.00498932803824347
"TRIM27","ENSG00000204713","tripartite motif containing 27",0.00498932803824347
"LCT","ENSG00000115850","lactase",0.00498932803824347
"AIP","ENSG00000110711","AHR interacting HSP90 co-chaperone",0.00498932803824347
"APEX1","ENSG00000100823","apurinic/apyrimidinic endodeoxyribonuclease 1",0.00498932803824347
"SNCB","ENSG00000074317","synuclein beta",0.00498932803824347
"FOXP3","ENSG00000049768","forkhead box P3",0.00498932803824347
"SNCG","ENSG00000173267","synuclein gamma",0.00498932803824347
"F7","ENSG00000057593","coagulation factor VII",0.00496879582409432
"MAP2K5","ENSG00000137764","mitogen-activated protein kinase kinase 5",0.00496879582409432
"TOX3","ENSG00000103460","TOX high mobility group box family member 3",0.00496879582409432
"NTRK1","ENSG00000198400","neurotrophic receptor tyrosine kinase 1",0.00494826360994517
"XRCC3","ENSG00000126215","X-ray repair cross complementing 3",0.00480453811090112
"IL18R1","ENSG00000115604","interleukin 18 receptor 1",0.00480453811090112
"DDC","ENSG00000132437","dopa decarboxylase",0.00480453811090112
"MSX2","ENSG00000120149","msh homeobox 2",0.00480453811090112
"OGG1","ENSG00000114026","8-oxoguanine DNA glycosylase",0.00480453811090112
"LIFR","ENSG00000113594","LIF receptor subunit alpha",0.00480453811090112
"IL1R1","ENSG00000115594","interleukin 1 receptor type 1",0.00480453811090112
"STAMBP","ENSG00000124356","STAM binding protein",0.00480453811090112
"FLNA","ENSG00000196924","filamin A",0.00478400589675197
"SLC5A2","ENSG00000140675","solute carrier family 5 member 2",0.00468134482600622
"FCGR3B","ENSG00000162747","Fc gamma receptor IIIb",0.00468134482600622
"FCGR3A","ENSG00000203747","Fc gamma receptor IIIa",0.00468134482600622
"ACE2","ENSG00000130234","angiotensin converting enzyme 2",0.0046480826390846
"SV2A","ENSG00000159164","synaptic vesicle glycoprotein 2A",0.00461974818355877
"F10","ENSG00000126218","coagulation factor X",0.00461974818355877
"CTSS","ENSG00000163131","cathepsin S",0.00461974818355877
"ANGPTL3","ENSG00000132855","angiopoietin like 3",0.00461974818355877
"CA12","ENSG00000074410","carbonic anhydrase 12",0.00461974818355877
"CA5A","ENSG00000174990","carbonic anhydrase 5A",0.004565953782488
"PIAS1","ENSG00000033800","protein inhibitor of activated STAT 1",0.00450682100573845
"ALDH7A1","ENSG00000164904","aldehyde dehydrogenase 7 family member A1",0.00450682100573845
"MYLK2","ENSG00000101306","myosin light chain kinase 2",0.00450682100573845
"AMY1B","ENSG00000174876","amylase alpha 1B",0.00445239806749984
"MYCBP","ENSG00000214114","MYC binding protein",0.00445239806749984
"AMY1C","ENSG00000187733","amylase alpha 1C",0.00445239806749984
"AMY1A","ENSG00000237763","amylase alpha 1A",0.00445239806749984
"APC","ENSG00000134982","APC regulator of Wnt signaling pathway",0.00443495825621642
"DRD1","ENSG00000184845","dopamine receptor D1",0.00443495825621642
"OXR1","ENSG00000164830","oxidation resistance 1",0.00443495825621642
"CD27","ENSG00000139193","CD27 molecule",0.00443495825621642
"HAX1","ENSG00000143575","HCLS1 associated protein X-1",0.00443495825621642
"PECAM1","ENSG00000261371","platelet and endothelial cell adhesion molecule 1",0.00443495825621642
"PFDN1","ENSG00000113068","prefoldin subunit 1",0.00443495825621642
"ERCC6","ENSG00000225830","ERCC excision repair 6, chromatin remodeling factor",0.00443495825621642
"FOXO3","ENSG00000118689","forkhead box O3",0.00443495825621642
"CCL25","ENSG00000131142","C-C motif chemokine ligand 25",0.00443495825621642
"ABCA1","ENSG00000165029","ATP binding cassette subfamily A member 1",0.00443495825621642
"IGHM","ENSG00000211899","immunoglobulin heavy constant mu",0.00443495825621642
"BCHE","ENSG00000114200","butyrylcholinesterase",0.00443495825621642
"PORCN","ENSG00000102312","porcupine O-acyltransferase",0.00443495825621642
"HBQ1","ENSG00000086506","hemoglobin subunit theta 1",0.00443495825621642
